Order Date,CustomerID, Cost,Quantity,MenuID
2019-07-08,957,52.08,3,38
2019-07-08,957,310,3,38
2019-07-08,957,91.84,3,38
2019-07-08,957,320,3,38
2019-07-08,957,93.13,3,38
2019-07-08,957,75,3,38
2019-07-08,957,144.09,3,38
2019-07-10,858,52.08,2,14
2019-07-10,858,310,2,14
2019-07-10,858,91.84,2,14
2019-07-10,858,320,2,14
2019-07-10,858,93.13,2,14
2019-07-10,858,75,2,14
2019-07-10,858,144.09,2,14
2019-07-10,858,125,2,14
2019-07-10,858,168.27,2,14
2019-07-10,858,69.38,2,14
2019-07-10,858,190,2,14
2019-07-10,858,52.08,2,14
2019-07-10,858,310,2,14
2019-07-10,858,91.84,2,14
2019-07-10,858,320,2,14
2019-07-10,858,93.13,2,14
2019-07-10,858,75,2,14
2019-07-10,858,144.09,2,14
2019-07-10,858,125,2,14
2019-07-10,858,168.27,2,14
2019-07-10,858,69.38,2,14
2019-07-14,493,320,2,40
2019-07-14,493,93.13,2,40
2019-07-14,493,75,2,40
2019-07-14,493,144.09,2,40
2019-07-14,493,125,2,40
2019-07-14,493,168.27,2,40
2019-07-14,493,69.38,2,40
2019-07-14,493,190,2,40
2019-07-14,493,52.08,2,40
2019-07-14,493,310,2,40
2019-07-14,493,91.84,2,40
2019-07-14,493,320,2,40
2019-07-14,493,93.13,2,40
2019-07-14,493,75,2,40
2019-07-14,493,144.09,2,40
2019-07-14,493,125,2,40
2019-07-14,493,168.27,2,40
2019-07-14,493,69.38,2,40
2019-07-14,493,190,2,40
2019-07-14,493,52.08,2,40
2019-07-14,493,310,2,40
2019-07-16,75,210,1,54
2019-07-16,75,44.57,1,54
2019-07-16,75,220,1,54
2019-07-16,75,101.6,1,54
2019-07-16,75,235,1,54
2019-07-16,75,124.62,1,54
2019-07-16,75,119.8,1,54
2019-07-16,75,98,1,54
2019-07-16,75,83.99,1,54
2019-07-16,75,225,1,54
2019-07-16,75,133.17,1,54
2019-07-16,75,210,1,54
2019-07-16,75,44.57,1,54
2019-07-16,75,220,1,54
2019-07-16,75,101.6,1,54
2019-07-16,75,235,1,54
2019-07-16,75,124.62,1,54
2019-07-16,75,119.8,1,54
2019-07-16,75,98,1,54
2019-07-16,75,83.99,1,54
2019-07-16,75,225,1,54
2019-07-17,223,133.17,3,52
2019-07-17,350,168.27,2,27
2019-07-17,223,210,3,52
2019-07-17,350,69.38,2,27
2019-07-17,223,44.57,3,52
2019-07-17,350,190,2,27
2019-07-17,223,220,3,52
2019-07-17,350,52.08,2,27
2019-07-17,223,101.6,3,52
2019-07-17,350,310,2,27
2019-07-17,223,235,3,52
2019-07-17,350,91.84,2,27
2019-07-17,223,124.62,3,52
2019-07-17,350,320,2,27
2019-07-17,223,119.8,3,52
2019-07-17,350,93.13,2,27
2019-07-17,223,98,3,52
2019-07-17,350,75,2,27
2019-07-17,223,83.99,3,52
2019-07-17,350,144.09,2,27
2019-07-17,223,225,3,52
2019-07-17,350,125,2,27
2019-07-17,223,133.17,3,52
2019-07-17,350,168.27,2,27
2019-07-17,223,210,3,52
2019-07-17,350,69.38,2,27
2019-07-17,223,44.57,3,52
2019-07-17,350,190,2,27
2019-07-17,223,220,3,52
2019-07-17,350,52.08,2,27
2019-07-17,223,101.6,3,52
2019-07-17,350,310,2,27
2019-07-17,223,235,3,52
2019-07-17,350,91.84,2,27
2019-07-17,223,124.62,3,52
2019-07-17,350,320,2,27
2019-07-17,223,119.8,3,52
2019-07-17,350,93.13,2,27
2019-07-17,223,98,3,52
2019-07-17,350,75,2,27
2019-07-17,223,83.99,3,52
2019-07-17,350,144.09,2,27
2019-07-20,42,168.27,3,11
2019-07-20,667,83.99,1,58
2019-07-20,42,75,3,11
2019-07-20,667,225,1,58
2019-07-20,42,144.09,3,11
2019-07-20,667,133.17,1,58
2019-07-20,42,125,3,11
2019-07-20,667,210,1,58
2019-07-20,42,168.27,3,11
2019-07-20,667,44.57,1,58
2019-07-20,42,69.38,3,11
2019-07-20,667,220,1,58
2019-07-20,42,190,3,11
2019-07-20,667,101.6,1,58
2019-07-20,42,52.08,3,11
2019-07-20,667,235,1,58
2019-07-20,42,310,3,11
2019-07-20,667,124.62,1,58
2019-07-20,42,91.84,3,11
2019-07-20,667,119.8,1,58
2019-07-20,42,320,3,11
2019-07-20,667,98,1,58
2019-07-20,42,93.13,3,11
2019-07-20,667,83.99,1,58
2019-07-20,42,75,3,11
2019-07-20,667,225,1,58
2019-07-20,42,144.09,3,11
2019-07-20,667,133.17,1,58
2019-07-20,42,125,3,11
2019-07-20,667,210,1,58
2019-07-20,42,168.27,3,11
2019-07-20,667,44.57,1,58
2019-07-20,42,69.38,3,11
2019-07-20,667,220,1,58
2019-07-20,42,190,3,11
2019-07-20,667,101.6,1,58
2019-07-20,42,52.08,3,11
2019-07-20,667,235,1,58
2019-07-20,42,310,3,11
2019-07-20,667,124.62,1,58
2019-07-20,42,91.84,3,11
2019-07-20,667,119.8,1,58
2019-07-24,505,69.38,2,29
2019-07-24,541,93.13,2,14
2019-07-24,505,190,2,29
2019-07-24,541,75,2,14
2019-07-24,505,52.08,2,29
2019-07-24,541,144.09,2,14
2019-07-24,505,310,2,29
2019-07-24,541,125,2,14
2019-07-24,505,91.84,2,29
2019-07-24,541,168.27,2,14
2019-07-24,505,320,2,29
2019-07-24,541,69.38,2,14
2019-07-24,505,93.13,2,29
2019-07-24,541,190,2,14
2019-07-24,505,75,2,29
2019-07-24,541,52.08,2,14
2019-07-24,505,144.09,2,29
2019-07-24,541,310,2,14
2019-07-24,505,125,2,29
2019-07-24,541,91.84,2,14
2019-07-24,505,168.27,2,29
2019-07-24,541,320,2,14
2019-07-24,505,69.38,2,29
2019-07-24,541,93.13,2,14
2019-07-24,505,190,2,29
2019-07-24,541,75,2,14
2019-07-24,505,52.08,2,29
2019-07-24,541,144.09,2,14
2019-07-24,505,310,2,29
2019-07-24,541,125,2,14
2019-07-24,505,91.84,2,29
2019-07-24,541,168.27,2,14
2019-07-24,505,320,2,29
2019-07-24,541,69.38,2,14
2019-07-24,505,93.13,2,29
2019-07-24,541,190,2,14
2019-07-24,505,75,2,29
2019-07-24,541,52.08,2,14
2019-07-24,505,144.09,2,29
2019-07-24,541,310,2,14
2019-07-24,505,125,2,29
2019-07-24,541,91.84,2,14
2019-07-26,466,190,2,3
2019-07-26,466,52.08,2,3
2019-07-26,466,310,2,3
2019-07-26,466,91.84,2,3
2019-07-26,466,320,2,3
2019-07-26,466,93.13,2,3
2019-07-26,466,75,2,3
2019-07-26,466,144.09,2,3
2019-07-26,466,125,2,3
2019-07-26,466,168.27,2,3
2019-07-26,466,69.38,2,3
2019-07-26,466,190,2,3
2019-07-26,466,52.08,2,3
2019-07-26,466,310,2,3
2019-07-26,466,91.84,2,3
2019-07-26,466,320,2,3
2019-07-26,466,93.13,2,3
2019-07-26,466,75,2,3
2019-07-26,466,144.09,2,3
2019-07-26,466,125,2,3
2019-07-26,466,168.27,2,3
2019-07-27,814,235,1,15
2019-07-27,814,124.62,1,15
2019-07-27,814,119.8,1,15
2019-07-27,814,98,1,15
2019-07-27,814,83.99,1,15
2019-07-27,814,225,1,15
2019-07-27,814,133.17,1,15
2019-07-27,814,210,1,15
2019-07-27,814,44.57,1,15
2019-07-27,814,220,1,15
2019-07-27,814,101.6,1,15
2019-07-27,814,235,1,15
2019-07-27,814,124.62,1,15
2019-07-27,814,119.8,1,15
2019-07-27,814,98,1,15
2019-07-27,814,83.99,1,15
2019-07-27,814,225,1,15
2019-07-27,814,133.17,1,15
2019-07-27,814,210,1,15
2019-07-27,814,44.57,1,15
2019-07-27,814,220,1,15
2019-07-29,573,235,1,37
2019-07-29,573,124.62,1,37
2019-07-29,573,119.8,1,37
2019-07-29,573,98,1,37
2019-07-29,573,83.99,1,37
2019-07-29,573,225,1,37
2019-07-29,573,133.17,1,37
2019-07-29,573,210,1,37
2019-07-29,573,44.57,1,37
2019-07-29,573,220,1,37
2019-07-29,573,101.6,1,37
2019-07-29,573,235,1,37
2019-07-29,573,124.62,1,37
2019-07-29,573,119.8,1,37
2019-07-29,573,98,1,37
2019-07-29,573,83.99,1,37
2019-07-29,573,225,1,37
2019-07-29,573,133.17,1,37
2019-07-29,573,210,1,37
2019-07-29,573,44.57,1,37
2019-07-29,573,220,1,37
2019-07-31,997,124.62,1,50
2019-07-31,997,119.8,1,50
2019-07-31,997,98,1,50
2019-07-31,997,83.99,1,50
2019-07-31,997,225,1,50
2019-07-31,997,133.17,1,50
2019-07-31,997,210,1,50
2019-07-31,997,44.57,1,50
2019-07-31,997,220,1,50
2019-07-31,997,101.6,1,50
2019-07-31,997,235,1,50
2019-07-31,997,124.62,1,50
2019-07-31,997,119.8,1,50
2019-07-31,997,98,1,50
2019-07-31,997,83.99,1,50
2019-07-31,997,225,1,50
2019-07-31,997,133.17,1,50
2019-07-31,997,210,1,50
2019-07-31,997,44.57,1,50
2019-07-31,997,220,1,50
2019-07-31,997,101.6,1,50
2019-08-03,993,220,1,32
2019-08-03,993,101.6,1,32
2019-08-03,993,235,1,32
2019-08-03,993,124.62,1,32
2019-08-03,993,119.8,1,32
2019-08-03,993,98,1,32
2019-08-03,993,83.99,1,32
2019-08-03,993,225,1,32
2019-08-03,993,133.17,1,32
2019-08-03,993,210,1,32
2019-08-03,993,44.57,1,32
2019-08-03,993,220,1,32
2019-08-03,993,101.6,1,32
2019-08-03,993,235,1,32
2019-08-03,993,124.62,1,32
2019-08-03,993,119.8,1,32
2019-08-03,993,98,1,32
2019-08-03,993,83.99,1,32
2019-08-03,993,225,1,32
2019-08-03,993,133.17,1,32
2019-08-03,993,210,1,32
2019-08-04,749,190,2,25
2019-08-04,153,101.6,1,45
2019-08-04,749,52.08,2,25
2019-08-04,153,235,1,45
2019-08-04,749,310,2,25
2019-08-04,153,124.62,1,45
2019-08-04,749,91.84,2,25
2019-08-04,153,119.8,1,45
2019-08-04,749,320,2,25
2019-08-04,153,98,1,45
2019-08-04,749,93.13,2,25
2019-08-04,153,83.99,1,45
2019-08-04,749,75,2,25
2019-08-04,153,225,1,45
2019-08-04,749,144.09,2,25
2019-08-04,153,133.17,1,45
2019-08-04,749,125,2,25
2019-08-04,153,210,1,45
2019-08-04,749,168.27,2,25
2019-08-04,153,44.57,1,45
2019-08-04,749,69.38,2,25
2019-08-04,153,220,1,45
2019-08-04,749,190,2,25
2019-08-04,153,101.6,1,45
2019-08-04,749,52.08,2,25
2019-08-04,153,235,1,45
2019-08-04,749,310,2,25
2019-08-04,153,124.62,1,45
2019-08-04,749,91.84,2,25
2019-08-04,153,119.8,1,45
2019-08-04,749,320,2,25
2019-08-04,153,98,1,45
2019-08-04,749,93.13,2,25
2019-08-04,153,83.99,1,45
2019-08-04,749,75,2,25
2019-08-04,153,225,1,45
2019-08-04,749,144.09,2,25
2019-08-04,153,133.17,1,45
2019-08-04,749,125,2,25
2019-08-04,153,210,1,45
2019-08-04,749,168.27,2,25
2019-08-04,153,44.57,1,45
2019-08-05,36,310,2,48
2019-08-05,36,91.84,2,48
2019-08-05,36,320,2,48
2019-08-05,36,93.13,2,48
2019-08-05,36,75,2,48
2019-08-05,36,144.09,2,48
2019-08-05,36,125,2,48
2019-08-05,36,168.27,2,48
2019-08-05,36,69.38,2,48
2019-08-05,36,190,2,48
2019-08-05,36,52.08,2,48
2019-08-05,36,310,2,48
2019-08-05,36,91.84,2,48
2019-08-05,36,320,2,48
2019-08-05,36,93.13,2,48
2019-08-05,36,75,2,48
2019-08-05,36,144.09,2,48
2019-08-05,36,125,2,48
2019-08-05,36,168.27,2,48
2019-08-05,36,69.38,2,48
2019-08-05,36,190,2,48
2019-08-06,72,125,3,3
2019-08-06,72,168.27,3,3
2019-08-06,72,69.38,3,3
2019-08-06,72,190,3,3
2019-08-06,72,52.08,3,3
2019-08-06,72,310,3,3
2019-08-06,72,91.84,3,3
2019-08-06,72,320,3,3
2019-08-06,72,93.13,3,3
2019-08-06,72,75,3,3
2019-08-06,72,144.09,3,3
2019-08-06,72,125,3,3
2019-08-06,72,168.27,3,3
2019-08-06,72,69.38,3,3
2019-08-06,72,190,3,3
2019-08-06,72,52.08,3,3
2019-08-06,72,310,3,3
2019-08-06,72,91.84,3,3
2019-08-06,72,320,3,3
2019-08-06,72,93.13,3,3
2019-08-06,72,75,3,3
2019-08-08,882,52.08,2,18
2019-08-08,809,93.13,3,68
2019-08-08,557,83.99,1,6
2019-08-08,882,310,2,18
2019-08-08,809,75,3,68
2019-08-08,557,225,1,6
2019-08-08,882,91.84,2,18
2019-08-08,809,144.09,3,68
2019-08-08,557,133.17,1,6
2019-08-08,882,320,2,18
2019-08-08,809,125,3,68
2019-08-08,557,210,1,6
2019-08-08,882,93.13,2,18
2019-08-08,809,168.27,3,68
2019-08-08,557,44.57,1,6
2019-08-08,882,75,2,18
2019-08-08,809,69.38,3,68
2019-08-08,557,220,1,6
2019-08-08,882,144.09,2,18
2019-08-08,809,190,3,68
2019-08-08,557,101.6,1,6
2019-08-08,882,125,2,18
2019-08-08,809,52.08,3,68
2019-08-08,557,235,1,6
2019-08-08,882,168.27,2,18
2019-08-08,809,310,3,68
2019-08-08,557,124.62,1,6
2019-08-08,882,69.38,2,18
2019-08-08,809,91.84,3,68
2019-08-08,557,119.8,1,6
2019-08-08,882,190,2,18
2019-08-08,809,320,3,68
2019-08-08,557,98,1,6
2019-08-08,882,52.08,2,18
2019-08-08,809,93.13,3,68
2019-08-08,557,83.99,1,6
2019-08-08,882,310,2,18
2019-08-08,809,75,3,68
2019-08-08,557,225,1,6
2019-08-08,882,91.84,2,18
2019-08-08,809,144.09,3,68
2019-08-08,557,133.17,1,6
2019-08-08,882,320,2,18
2019-08-08,809,125,3,68
2019-08-08,557,210,1,6
2019-08-08,882,93.13,2,18
2019-08-08,809,168.27,3,68
2019-08-08,557,44.57,1,6
2019-08-08,882,75,2,18
2019-08-08,809,69.38,3,68
2019-08-08,557,220,1,6
2019-08-08,882,144.09,2,18
2019-08-08,809,190,3,68
2019-08-08,557,101.6,1,6
2019-08-08,882,125,2,18
2019-08-08,809,52.08,3,68
2019-08-08,557,235,1,6
2019-08-08,882,168.27,2,18
2019-08-08,809,310,3,68
2019-08-08,557,124.62,1,6
2019-08-08,882,69.38,2,18
2019-08-08,809,91.84,3,68
2019-08-08,557,119.8,1,6
2019-08-09,914,190,2,22
2019-08-09,914,69.38,2,22
2019-08-09,914,190,2,22
2019-08-09,914,52.08,2,22
2019-08-09,914,310,2,22
2019-08-09,914,91.84,2,22
2019-08-09,914,320,2,22
2019-08-09,914,93.13,2,22
2019-08-09,914,75,2,22
2019-08-09,914,144.09,2,22
2019-08-09,914,125,2,22
2019-08-09,914,168.27,2,22
2019-08-09,914,69.38,2,22
2019-08-09,914,190,2,22
2019-08-09,914,52.08,2,22
2019-08-09,914,310,2,22
2019-08-09,914,91.84,2,22
2019-08-09,914,320,2,22
2019-08-09,914,93.13,2,22
2019-08-09,914,75,2,22
2019-08-09,914,144.09,2,22
2019-08-10,538,91.84,3,16
2019-08-10,672,210,3,52
2019-08-10,538,320,3,16
2019-08-10,672,44.57,3,52
2019-08-10,538,93.13,3,16
2019-08-10,672,220,3,52
2019-08-10,538,75,3,16
2019-08-10,672,101.6,3,52
2019-08-10,538,144.09,3,16
2019-08-10,672,235,3,52
2019-08-10,538,125,3,16
2019-08-10,672,124.62,3,52
2019-08-10,538,168.27,3,16
2019-08-10,672,119.8,3,52
2019-08-10,538,69.38,3,16
2019-08-10,672,98,3,52
2019-08-10,538,190,3,16
2019-08-10,672,83.99,3,52
2019-08-10,538,52.08,3,16
2019-08-10,672,225,3,52
2019-08-10,538,310,3,16
2019-08-10,672,133.17,3,52
2019-08-10,538,91.84,3,16
2019-08-10,672,210,3,52
2019-08-10,538,320,3,16
2019-08-10,672,44.57,3,52
2019-08-10,538,93.13,3,16
2019-08-10,672,220,3,52
2019-08-10,538,75,3,16
2019-08-10,672,101.6,3,52
2019-08-10,538,144.09,3,16
2019-08-10,672,235,3,52
2019-08-10,538,125,3,16
2019-08-10,672,124.62,3,52
2019-08-10,538,168.27,3,16
2019-08-10,672,119.8,3,52
2019-08-10,538,69.38,3,16
2019-08-10,672,98,3,52
2019-08-10,538,190,3,16
2019-08-10,672,83.99,3,52
2019-08-10,538,52.08,3,16
2019-08-10,672,225,3,52
2019-08-11,823,98,1,50
2019-08-11,823,83.99,1,50
2019-08-11,823,225,1,50
2019-08-11,823,133.17,1,50
2019-08-11,823,210,1,50
2019-08-11,823,44.57,1,50
2019-08-11,823,220,1,50
2019-08-11,823,101.6,1,50
2019-08-11,823,235,1,50
2019-08-11,823,124.62,1,50
2019-08-11,823,119.8,1,50
2019-08-11,823,98,1,50
2019-08-11,823,83.99,1,50
2019-08-11,823,225,1,50
2019-08-11,823,133.17,1,50
2019-08-11,823,210,1,50
2019-08-11,823,44.57,1,50
2019-08-11,823,220,1,50
2019-08-11,823,101.6,1,50
2019-08-11,823,235,1,50
2019-08-11,823,124.62,1,50
2019-08-14,180,125,2,27
2019-08-14,232,98,1,6
2019-08-14,180,168.27,2,27
2019-08-14,232,83.99,1,6
2019-08-14,180,69.38,2,27
2019-08-14,232,225,1,6
2019-08-14,180,190,2,27
2019-08-14,232,133.17,1,6
2019-08-14,180,52.08,2,27
2019-08-14,232,210,1,6
2019-08-14,180,310,2,27
2019-08-14,232,44.57,1,6
2019-08-14,180,91.84,2,27
2019-08-14,232,220,1,6
2019-08-14,180,320,2,27
2019-08-14,232,101.6,1,6
2019-08-14,180,93.13,2,27
2019-08-14,232,235,1,6
2019-08-14,180,75,2,27
2019-08-14,232,124.62,1,6
2019-08-14,180,144.09,2,27
2019-08-14,232,119.8,1,6
2019-08-14,180,125,2,27
2019-08-14,232,98,1,6
2019-08-14,180,168.27,2,27
2019-08-14,232,83.99,1,6
2019-08-14,180,69.38,2,27
2019-08-14,232,225,1,6
2019-08-14,180,190,2,27
2019-08-14,232,133.17,1,6
2019-08-14,180,52.08,2,27
2019-08-14,232,210,1,6
2019-08-14,180,310,2,27
2019-08-14,232,44.57,1,6
2019-08-14,180,91.84,2,27
2019-08-14,232,220,1,6
2019-08-14,180,320,2,27
2019-08-14,232,101.6,1,6
2019-08-14,180,93.13,2,27
2019-08-14,232,235,1,6
2019-08-14,180,75,2,27
2019-08-14,232,124.62,1,6
2019-08-15,940,98,3,39
2019-08-15,184,83.99,3,61
2019-08-15,297,310,2,49
2019-08-15,940,83.99,3,39
2019-08-15,184,225,3,61
2019-08-15,297,91.84,2,49
2019-08-15,940,225,3,39
2019-08-15,184,133.17,3,61
2019-08-15,297,320,2,49
2019-08-15,940,133.17,3,39
2019-08-15,184,210,3,61
2019-08-15,297,93.13,2,49
2019-08-15,940,210,3,39
2019-08-15,184,44.57,3,61
2019-08-15,297,75,2,49
2019-08-15,940,44.57,3,39
2019-08-15,184,220,3,61
2019-08-15,297,144.09,2,49
2019-08-15,940,220,3,39
2019-08-15,184,101.6,3,61
2019-08-15,297,125,2,49
2019-08-15,940,101.6,3,39
2019-08-15,184,235,3,61
2019-08-15,297,168.27,2,49
2019-08-15,940,235,3,39
2019-08-15,184,124.62,3,61
2019-08-15,297,69.38,2,49
